amount,transaction_type,location,transaction_hour,device_type,transaction_freq,account_age_days,failed_attempts,is_new_device
1077.33,online_purchase,domestic,17,tablet,7,1976,1,1
2066.9,atm_withdrawal,domestic,16,mobile,4,2532,1,1
4567.0,crypto_transfer,domestic,18,desktop,10,3074,0,0
8293.47,pos_payment,domestic,10,desktop,9,734,1,0
1454.67,crypto_transfer,local,12,desktop,6,2269,1,1
12686.95,crypto_transfer,domestic,6,desktop,9,2637,1,1
9251.34,pos_payment,local,16,mobile,2,2824,0,1
8135.47,pos_payment,domestic,10,desktop,5,1807,0,1
2479.67,atm_withdrawal,local,13,tablet,6,1594,1,1
3798.83,online_purchase,domestic,8,mobile,6,1263,0,1
2404.68,atm_withdrawal,domestic,17,desktop,9,2359,1,0
12779.0,pos_payment,domestic,17,tablet,10,3414,0,0
8763.42,online_purchase,local,18,desktop,5,3346,0,0
11026.94,online_purchase,domestic,6,tablet,5,1782,1,1
4440.49,online_purchase,domestic,19,desktop,7,1484,1,1
5568.79,pos_payment,domestic,9,mobile,4,3033,1,1
6072.82,crypto_transfer,domestic,10,tablet,3,2847,0,0
11400.22,crypto_transfer,local,9,mobile,10,2206,1,0
11585.29,atm_withdrawal,domestic,9,mobile,9,1866,1,1
3102.2,pos_payment,local,13,mobile,10,1092,0,0
14123.08,crypto_transfer,local,9,tablet,4,3023,0,1
1809.83,pos_payment,domestic,11,tablet,2,2533,0,0
13441.83,atm_withdrawal,domestic,15,mobile,6,1831,1,1
1505.93,atm_withdrawal,local,17,desktop,10,3413,0,1
3968.1,pos_payment,local,15,desktop,3,2657,1,0
12697.18,atm_withdrawal,local,14,mobile,3,3443,0,0
2692.38,crypto_transfer,local,8,tablet,3,2116,1,1
6203.52,crypto_transfer,domestic,17,tablet,9,2058,1,0
6747.89,online_purchase,local,6,desktop,9,3467,1,1
3678.88,pos_payment,domestic,9,desktop,8,3533,0,0
10653.68,atm_withdrawal,local,7,tablet,2,3535,0,0
12770.02,pos_payment,local,15,desktop,8,3121,1,0
13118.63,atm_withdrawal,domestic,11,desktop,6,2081,0,0
5089.83,atm_withdrawal,local,15,desktop,3,1345,1,0
7962.76,atm_withdrawal,domestic,11,desktop,5,1850,0,0
3726.1,online_purchase,domestic,12,desktop,6,3470,0,1
3671.95,crypto_transfer,domestic,12,mobile,5,1792,0,1
2418.81,online_purchase,domestic,6,desktop,11,2940,1,0
14100.29,atm_withdrawal,local,12,desktop,6,3425,1,0
13319.83,online_purchase,domestic,15,mobile,5,3564,0,1
11660.38,online_purchase,domestic,13,desktop,8,3497,0,1
7764.92,atm_withdrawal,domestic,7,desktop,8,2351,0,0
7359.12,crypto_transfer,local,15,desktop,2,2167,1,1
7946.18,crypto_transfer,local,10,tablet,7,3614,1,0
8048.52,atm_withdrawal,local,6,desktop,4,1368,0,1
6518.45,pos_payment,local,8,desktop,5,1278,1,1
1976.32,crypto_transfer,domestic,13,mobile,8,3543,1,1
1884.96,online_purchase,local,10,tablet,7,2743,1,1
14283.75,crypto_transfer,local,15,mobile,5,2296,0,0
7230.46,online_purchase,local,9,desktop,3,1116,1,1
14298.08,online_purchase,domestic,16,mobile,6,2229,1,1
2453.65,atm_withdrawal,local,10,tablet,5,3487,0,0
8316.25,online_purchase,domestic,14,desktop,10,2491,0,0
3115.76,crypto_transfer,local,17,mobile,7,1912,0,1
3797.77,crypto_transfer,domestic,11,mobile,10,2340,0,0
450.82,atm_withdrawal,local,6,tablet,5,3318,0,1
1784.3,crypto_transfer,domestic,13,desktop,9,3396,1,0
13752.73,crypto_transfer,local,19,mobile,2,1899,1,0
4822.99,crypto_transfer,local,19,tablet,5,2506,0,0
9121.94,crypto_transfer,local,9,mobile,3,1546,0,1
6975.21,pos_payment,local,16,desktop,2,2048,1,1
6006.77,online_purchase,local,11,mobile,10,1373,0,0
7978.29,crypto_transfer,domestic,8,mobile,8,2282,0,1
2808.58,pos_payment,domestic,15,mobile,7,2419,1,0
14829.06,crypto_transfer,local,13,mobile,7,1717,0,1
12274.62,crypto_transfer,domestic,13,tablet,7,1525,0,1
11124.22,online_purchase,domestic,17,desktop,8,1172,1,0
7031.39,atm_withdrawal,local,10,tablet,9,1138,1,1
2293.16,online_purchase,local,15,mobile,7,2808,0,0
13809.99,online_purchase,local,11,tablet,9,1378,1,1
5120.81,crypto_transfer,local,6,mobile,4,1075,1,0
751.6,crypto_transfer,domestic,11,mobile,11,3647,0,1
5136.06,crypto_transfer,domestic,19,mobile,2,1490,1,1
11916.86,crypto_transfer,domestic,12,tablet,5,3347,0,0
9340.63,pos_payment,domestic,7,tablet,10,2509,0,0
11262.58,pos_payment,domestic,15,tablet,4,2818,0,1
11904.53,crypto_transfer,local,19,tablet,3,2368,0,0
3179.32,pos_payment,local,18,mobile,5,1259,0,1
13856.75,pos_payment,local,14,tablet,6,3204,1,0
6569.84,online_purchase,local,11,desktop,10,3148,0,0
9585.2,pos_payment,local,14,desktop,9,1752,1,1
34.63,crypto_transfer,domestic,17,desktop,6,2961,0,0
14900.53,pos_payment,local,18,desktop,11,2316,1,0
4213.45,atm_withdrawal,local,17,mobile,8,3384,1,1
930.95,online_purchase,domestic,12,mobile,10,3074,0,0
6873.93,online_purchase,local,7,desktop,4,850,1,0
1935.45,pos_payment,domestic,14,desktop,6,3298,1,1
2284.9,pos_payment,local,8,tablet,2,3558,0,1
9484.24,crypto_transfer,domestic,7,desktop,2,2897,0,0
5893.91,crypto_transfer,local,13,mobile,8,1081,1,0
13827.79,atm_withdrawal,domestic,15,desktop,3,3088,1,1
4787.35,crypto_transfer,local,18,desktop,7,2621,0,1
10892.7,pos_payment,local,17,tablet,8,1720,1,0
6916.49,atm_withdrawal,domestic,18,desktop,2,3311,0,1
9899.27,crypto_transfer,local,16,desktop,6,2382,0,1
8995.43,online_purchase,local,15,tablet,8,3221,1,1
7091.76,pos_payment,domestic,6,desktop,10,2687,1,1
14250.92,crypto_transfer,local,14,tablet,5,1573,0,1
5140.7,pos_payment,domestic,7,tablet,11,3577,0,0
2658.53,crypto_transfer,domestic,7,tablet,9,2398,0,0
10171.41,online_purchase,local,8,tablet,8,2239,1,1
12690.11,pos_payment,domestic,17,desktop,5,1909,0,1
603.81,crypto_transfer,local,16,mobile,8,1129,0,1
6744.49,pos_payment,domestic,19,desktop,9,2734,0,1
13387.32,crypto_transfer,local,19,mobile,5,1988,1,0
11244.28,atm_withdrawal,local,18,desktop,11,3459,0,1
14877.12,pos_payment,local,8,tablet,10,3548,1,0
7971.21,atm_withdrawal,domestic,18,desktop,6,2972,0,1
9899.94,crypto_transfer,domestic,17,mobile,8,1439,0,0
4537.2,online_purchase,domestic,18,mobile,7,2821,0,1
14213.03,atm_withdrawal,domestic,8,tablet,9,790,0,1
5495.03,online_purchase,domestic,7,tablet,9,3143,0,1
11077.66,pos_payment,domestic,18,desktop,2,2172,0,1
6047.1,online_purchase,domestic,8,tablet,3,3465,0,1
8427.28,atm_withdrawal,domestic,11,tablet,5,1834,0,0
10796.74,crypto_transfer,local,12,desktop,10,1499,0,1
7634.01,atm_withdrawal,domestic,7,mobile,5,3636,0,0
13606.29,online_purchase,domestic,6,tablet,10,2280,0,1
6289.51,online_purchase,local,19,desktop,6,3251,0,0
9706.08,online_purchase,local,18,tablet,5,3390,1,0
5135.44,crypto_transfer,local,18,tablet,10,2244,1,1
6122.35,pos_payment,domestic,10,desktop,7,2061,1,0
6600.75,crypto_transfer,local,9,desktop,5,2345,0,0
1887.11,online_purchase,domestic,12,mobile,2,3206,1,1
1375.86,atm_withdrawal,domestic,12,tablet,3,3547,1,1
10012.35,online_purchase,domestic,6,mobile,3,1689,0,0
9832.77,atm_withdrawal,local,17,desktop,5,2887,0,0
9943.65,pos_payment,domestic,20,desktop,7,1564,1,0
296.5,crypto_transfer,domestic,13,mobile,5,2514,1,1
4898.2,atm_withdrawal,local,11,desktop,3,3080,1,0
2967.15,crypto_transfer,local,11,tablet,4,3319,1,1
11672.27,pos_payment,local,7,mobile,6,2041,1,1
12909.46,atm_withdrawal,local,9,mobile,11,1810,1,0
3700.21,crypto_transfer,domestic,13,mobile,5,1471,0,1
10017.74,atm_withdrawal,domestic,12,mobile,3,1120,0,1
1940.44,online_purchase,domestic,13,mobile,7,1796,1,1
4127.29,crypto_transfer,domestic,17,desktop,10,3276,0,1
2079.82,crypto_transfer,domestic,9,tablet,9,1953,0,1
4252.81,online_purchase,domestic,6,tablet,9,1657,0,1
10121.05,crypto_transfer,domestic,6,tablet,10,2888,0,1
13654.9,crypto_transfer,local,8,tablet,8,1360,0,0
3037.84,crypto_transfer,domestic,14,desktop,11,1479,1,0
8131.19,atm_withdrawal,local,17,tablet,2,3463,0,1
10520.87,pos_payment,domestic,18,mobile,9,969,1,0
14293.84,pos_payment,domestic,15,tablet,10,1941,0,0
9150.91,pos_payment,domestic,11,mobile,10,2414,1,0
3826.6,pos_payment,local,8,tablet,6,1403,1,0
9382.17,pos_payment,domestic,11,mobile,9,1551,1,0
4807.37,pos_payment,local,10,mobile,4,1378,0,1
14641.93,pos_payment,domestic,18,desktop,7,1738,0,1
5995.14,pos_payment,local,12,tablet,5,3354,1,0
10281.42,online_purchase,domestic,9,mobile,7,1991,1,0
348.41,online_purchase,domestic,10,mobile,8,1951,0,1
6000.92,crypto_transfer,local,8,desktop,5,1859,1,1
13126.61,crypto_transfer,local,18,tablet,4,3545,1,0
9153.41,pos_payment,domestic,6,tablet,5,1073,0,1
6659.14,online_purchase,domestic,6,desktop,8,3276,1,0
14039.06,crypto_transfer,local,8,desktop,8,1686,0,0
12809.77,online_purchase,local,17,desktop,9,3523,0,1
4833.24,atm_withdrawal,domestic,13,tablet,3,1651,1,1
8168.23,atm_withdrawal,domestic,14,mobile,9,973,0,1
7347.36,online_purchase,domestic,11,mobile,8,2249,1,1
9483.04,crypto_transfer,local,7,mobile,2,1396,1,1
5011.67,pos_payment,domestic,18,mobile,5,2929,1,1
3663.08,atm_withdrawal,local,8,desktop,6,2650,0,1
13690.08,pos_payment,local,6,tablet,5,2735,0,1
13858.12,online_purchase,domestic,14,desktop,3,1296,0,0
12649.84,atm_withdrawal,local,7,desktop,4,2799,1,1
14673.07,pos_payment,domestic,7,mobile,2,1640,0,1
11174.87,atm_withdrawal,domestic,17,desktop,3,3646,1,1
11470.01,crypto_transfer,domestic,13,mobile,4,2867,0,1
11438.85,online_purchase,domestic,9,tablet,9,2454,0,1
7209.11,online_purchase,local,11,desktop,7,3262,1,0
6846.78,pos_payment,local,16,desktop,6,2451,1,0
3603.39,crypto_transfer,local,7,tablet,8,2344,0,1
9672.29,atm_withdrawal,domestic,7,mobile,7,1424,1,1
4339.8,online_purchase,domestic,14,desktop,3,2710,0,1
3867.13,crypto_transfer,local,14,desktop,4,1824,1,1
8789.42,atm_withdrawal,local,19,mobile,4,857,0,1
6149.74,online_purchase,local,11,mobile,7,3113,1,0
3282.85,pos_payment,domestic,7,mobile,6,882,0,0
12240.84,atm_withdrawal,domestic,13,mobile,5,2693,0,0
12908.55,crypto_transfer,domestic,15,tablet,7,1188,1,0
2515.49,atm_withdrawal,domestic,8,mobile,11,1994,0,0
112.61,pos_payment,local,13,mobile,5,3239,0,1
5041.95,pos_payment,domestic,8,tablet,7,1006,0,0
11962.66,online_purchase,domestic,17,desktop,6,2678,0,1
12587.61,atm_withdrawal,local,17,tablet,8,2519,1,0
2074.94,online_purchase,domestic,12,tablet,8,3263,0,0
11615.04,pos_payment,local,19,mobile,8,1235,1,0
1735.56,crypto_transfer,domestic,19,desktop,4,3066,1,1
5850.94,crypto_transfer,domestic,8,mobile,6,2045,0,1
14979.14,atm_withdrawal,domestic,11,desktop,9,1982,1,1
2888.86,atm_withdrawal,domestic,14,tablet,5,1787,0,1
2309.45,pos_payment,local,7,tablet,11,1856,0,1
6342.0,pos_payment,domestic,11,tablet,5,2249,0,1
9295.03,crypto_transfer,domestic,9,mobile,6,1043,0,1
13993.51,online_purchase,domestic,19,mobile,6,1972,0,0
14712.32,online_purchase,domestic,11,desktop,6,2634,0,0
1044.61,atm_withdrawal,local,16,mobile,9,2185,1,1
2069.96,atm_withdrawal,domestic,11,desktop,3,1215,1,0
11861.07,atm_withdrawal,domestic,8,tablet,7,1791,1,0
4059.48,crypto_transfer,local,18,mobile,7,2024,1,1
13272.74,online_purchase,domestic,6,tablet,9,2683,1,0
9951.8,crypto_transfer,domestic,7,tablet,7,3360,0,1
1677.67,pos_payment,domestic,11,tablet,10,2337,1,1
12487.94,pos_payment,domestic,15,mobile,10,2705,0,1
2645.35,pos_payment,local,10,mobile,5,956,1,1
6352.43,online_purchase,domestic,7,mobile,10,3517,1,1
8282.77,pos_payment,local,10,mobile,10,1651,0,1
7511.49,online_purchase,domestic,9,mobile,4,1765,1,0
10292.44,pos_payment,domestic,6,desktop,7,1381,1,1
9790.3,pos_payment,domestic,13,mobile,4,978,1,0
14880.63,pos_payment,domestic,7,mobile,8,3037,0,1
14991.33,atm_withdrawal,domestic,10,tablet,3,1433,1,0
7746.89,atm_withdrawal,domestic,15,tablet,8,1556,1,1
1427.99,atm_withdrawal,domestic,16,tablet,6,1261,0,0
10917.65,online_purchase,domestic,9,mobile,7,3577,1,1
14649.96,pos_payment,domestic,10,desktop,2,3011,0,0
4774.9,online_purchase,local,9,desktop,8,3445,1,0
6918.13,atm_withdrawal,domestic,19,mobile,6,3246,0,0
6371.65,pos_payment,domestic,8,tablet,7,3376,0,0
771.29,online_purchase,domestic,8,desktop,5,2129,0,1
10083.97,crypto_transfer,domestic,12,tablet,3,1229,1,1
5300.07,atm_withdrawal,local,8,mobile,6,1685,1,0
11811.96,online_purchase,domestic,8,desktop,10,1585,0,1
12481.8,pos_payment,local,7,mobile,4,2824,0,1
12318.46,pos_payment,local,15,tablet,8,806,1,0
6249.99,pos_payment,domestic,14,desktop,2,1145,0,1
4823.19,crypto_transfer,local,15,mobile,8,2724,0,0
11232.31,atm_withdrawal,local,16,mobile,4,1091,1,0
12020.84,crypto_transfer,domestic,10,desktop,6,872,0,0
7368.86,atm_withdrawal,domestic,18,mobile,5,1050,1,0
13395.47,pos_payment,domestic,16,mobile,3,2747,0,0
2158.63,online_purchase,local,17,tablet,5,1138,1,0
13186.03,pos_payment,domestic,16,tablet,5,1158,1,0
1441.43,atm_withdrawal,domestic,11,desktop,7,1403,0,0
2302.88,pos_payment,domestic,10,tablet,11,2923,1,1
8007.6,crypto_transfer,domestic,12,desktop,6,1316,1,1
1012.78,crypto_transfer,local,7,mobile,10,834,1,0
792.11,crypto_transfer,domestic,12,tablet,6,3375,0,1
7.78,online_purchase,local,6,mobile,3,3289,0,0
6544.75,online_purchase,domestic,6,tablet,4,1270,1,1
11619.36,crypto_transfer,local,19,desktop,6,1505,0,0
522.58,atm_withdrawal,domestic,15,mobile,5,1281,0,1
9783.86,online_purchase,local,14,mobile,10,2831,0,1
12346.91,atm_withdrawal,domestic,10,tablet,8,1461,1,0
2520.01,crypto_transfer,local,14,tablet,7,3450,0,0
2202.96,atm_withdrawal,domestic,18,desktop,6,3147,0,0
12912.01,online_purchase,local,15,mobile,5,2448,1,0
12346.87,pos_payment,local,14,tablet,7,757,0,0
8084.13,online_purchase,domestic,12,tablet,3,3310,0,1
12288.0,atm_withdrawal,domestic,11,desktop,3,2855,0,0
1391.34,online_purchase,domestic,15,desktop,5,3031,0,1
5917.22,pos_payment,domestic,19,tablet,3,940,1,0
11066.96,atm_withdrawal,domestic,12,desktop,8,2799,0,0
3861.78,crypto_transfer,domestic,11,mobile,2,3080,1,0
11284.93,atm_withdrawal,local,12,mobile,3,3523,0,1
7562.68,online_purchase,domestic,12,desktop,10,2425,0,0
11253.99,online_purchase,domestic,19,tablet,11,2214,0,0
6970.19,online_purchase,domestic,16,tablet,6,1973,1,0
5518.57,atm_withdrawal,domestic,11,desktop,6,2778,0,1
3287.84,online_purchase,domestic,11,mobile,9,3419,0,0
3125.69,atm_withdrawal,domestic,12,desktop,2,2482,1,0
11272.36,crypto_transfer,domestic,6,mobile,6,1394,0,1
1783.66,crypto_transfer,local,13,desktop,3,782,1,1
1289.74,pos_payment,domestic,17,desktop,6,2538,0,0
2644.37,crypto_transfer,domestic,15,tablet,11,3255,0,1
2630.2,crypto_transfer,domestic,8,tablet,9,923,1,1
12346.61,pos_payment,domestic,16,tablet,11,1891,0,1
5977.6,crypto_transfer,local,16,mobile,9,3475,0,0
14855.83,online_purchase,local,9,tablet,7,2195,0,1
2058.17,crypto_transfer,local,14,mobile,9,1375,0,0
9803.1,atm_withdrawal,domestic,14,desktop,8,1763,1,0
6730.94,pos_payment,local,17,tablet,6,1922,0,0
5893.77,crypto_transfer,domestic,8,tablet,5,1073,1,1
13126.26,atm_withdrawal,domestic,8,desktop,7,2660,0,1
14633.93,online_purchase,domestic,12,mobile,4,2459,0,0
13092.88,atm_withdrawal,local,6,desktop,6,2622,0,1
2884.51,atm_withdrawal,domestic,11,tablet,3,2514,1,0
3311.97,crypto_transfer,local,17,desktop,7,779,1,1
9841.11,crypto_transfer,domestic,8,desktop,4,1240,1,1
4336.25,pos_payment,local,12,desktop,5,1214,0,1
11020.88,crypto_transfer,local,19,desktop,6,1017,0,1
8496.31,atm_withdrawal,local,13,mobile,3,2878,1,1
8263.63,atm_withdrawal,domestic,13,tablet,10,1082,0,1
12428.2,crypto_transfer,local,13,mobile,6,2681,1,1
10657.99,pos_payment,domestic,8,tablet,5,1252,0,1
398.67,pos_payment,domestic,8,mobile,2,1076,0,0
741.89,atm_withdrawal,domestic,15,desktop,9,1205,0,1
9023.38,pos_payment,local,11,desktop,7,2215,0,0
7292.88,crypto_transfer,local,10,desktop,6,2615,1,1
3902.77,atm_withdrawal,domestic,6,desktop,4,3101,1,1
6279.84,online_purchase,local,17,tablet,9,1106,1,1
11368.65,online_purchase,domestic,6,mobile,10,2530,1,1
12399.17,online_purchase,local,16,tablet,5,2990,0,1
8418.35,atm_withdrawal,domestic,11,tablet,3,1643,0,1
5780.54,pos_payment,local,14,tablet,3,964,0,0
4060.45,crypto_transfer,domestic,9,mobile,2,1186,1,0
7828.78,online_purchase,local,8,mobile,9,998,0,1
4721.24,crypto_transfer,domestic,13,desktop,11,3321,1,0
8461.43,pos_payment,local,15,mobile,11,1830,1,1
10149.79,online_purchase,domestic,8,tablet,9,2259,1,1
991.19,atm_withdrawal,domestic,12,tablet,3,2975,1,1
16.01,atm_withdrawal,local,12,desktop,11,1815,1,1
3184.16,crypto_transfer,local,9,tablet,5,2626,1,0
13417.67,crypto_transfer,local,14,mobile,5,955,1,0
9694.36,crypto_transfer,local,8,tablet,8,2135,0,0
2579.41,pos_payment,local,13,mobile,2,1013,1,1
13353.96,atm_withdrawal,domestic,7,tablet,9,1456,0,0
7049.34,atm_withdrawal,domestic,12,desktop,11,1587,1,1
7141.38,crypto_transfer,local,10,desktop,9,2826,1,0
14033.13,online_purchase,domestic,12,mobile,9,2699,0,0
892.3,atm_withdrawal,local,12,desktop,5,2912,1,1
3227.67,online_purchase,domestic,18,tablet,3,911,0,0
8786.57,atm_withdrawal,local,13,tablet,9,3632,1,0
2932.3,atm_withdrawal,domestic,17,desktop,7,890,1,0
10192.91,online_purchase,domestic,9,mobile,10,3141,1,0
3211.38,atm_withdrawal,local,11,desktop,3,2892,1,1
1487.35,crypto_transfer,local,7,tablet,5,2458,0,1
3104.78,pos_payment,local,12,mobile,5,2012,0,1
6341.01,crypto_transfer,domestic,15,tablet,8,2941,1,0
2642.07,crypto_transfer,domestic,17,tablet,9,2891,0,1
2020.38,crypto_transfer,domestic,14,tablet,10,1131,0,0
12904.23,atm_withdrawal,domestic,15,desktop,5,3045,0,0
4805.96,crypto_transfer,domestic,8,mobile,6,960,0,1
5411.38,crypto_transfer,domestic,6,mobile,2,2192,1,1
829.06,crypto_transfer,domestic,17,tablet,4,2614,0,1
5360.54,atm_withdrawal,domestic,8,desktop,5,3129,0,0
3972.11,online_purchase,local,7,mobile,7,2083,1,1
9157.28,pos_payment,domestic,19,tablet,6,1422,1,0
3080.85,crypto_transfer,local,19,mobile,5,2163,0,1
13325.48,crypto_transfer,local,14,tablet,7,1461,1,1
13945.0,pos_payment,domestic,11,desktop,9,2274,0,1
1497.47,online_purchase,local,17,desktop,4,2081,1,0
1611.04,atm_withdrawal,local,9,mobile,5,3009,0,0
1729.9,pos_payment,local,12,mobile,8,1432,0,1
9293.54,pos_payment,domestic,11,tablet,9,1315,0,1
1829.53,atm_withdrawal,domestic,18,desktop,9,2115,1,1
12785.73,atm_withdrawal,local,18,tablet,4,878,0,1
11314.07,online_purchase,local,15,tablet,7,1400,0,0
12297.13,atm_withdrawal,domestic,7,mobile,10,1763,1,1
7890.91,pos_payment,domestic,12,desktop,5,2154,0,1
14950.16,online_purchase,local,9,tablet,6,1517,1,0
662.63,crypto_transfer,domestic,18,desktop,11,2367,0,1
6018.97,online_purchase,domestic,8,desktop,3,3295,0,0
4859.05,pos_payment,local,6,desktop,8,2318,0,1
14229.68,atm_withdrawal,domestic,15,tablet,9,1568,0,0
8652.91,crypto_transfer,domestic,12,tablet,3,912,0,1
12092.86,crypto_transfer,domestic,17,tablet,8,1130,1,1
2555.12,pos_payment,domestic,7,desktop,6,2369,1,1
14679.51,pos_payment,domestic,17,desktop,10,2727,0,1
7479.59,pos_payment,domestic,6,desktop,10,876,0,1
7405.08,pos_payment,domestic,6,mobile,10,1272,1,0
14563.27,online_purchase,domestic,12,tablet,3,1662,0,1
5710.99,atm_withdrawal,domestic,9,mobile,9,1664,1,1
5962.88,online_purchase,domestic,14,tablet,10,3529,1,1
8771.29,atm_withdrawal,domestic,6,desktop,7,1326,0,1
1920.79,pos_payment,local,6,tablet,7,913,1,1
4816.28,online_purchase,local,16,tablet,2,1761,1,1
2898.12,online_purchase,domestic,9,desktop,10,1123,1,0
1549.25,crypto_transfer,domestic,15,desktop,2,1100,1,0
12992.17,atm_withdrawal,local,16,desktop,5,1920,0,0
8839.97,online_purchase,domestic,7,desktop,10,1625,1,1
5380.09,pos_payment,local,16,mobile,10,999,0,1
6130.04,pos_payment,local,9,mobile,11,2495,0,1
6472.79,crypto_transfer,domestic,11,tablet,6,2195,1,0
9497.24,crypto_transfer,local,7,tablet,4,956,0,1
13901.54,crypto_transfer,domestic,17,mobile,6,3249,1,0
13991.69,pos_payment,local,13,mobile,3,1562,1,1
5872.38,atm_withdrawal,domestic,13,desktop,10,3537,1,0
4938.94,crypto_transfer,local,19,tablet,7,3450,1,1
6765.7,atm_withdrawal,domestic,10,tablet,6,1998,1,0
8519.01,atm_withdrawal,domestic,18,tablet,3,1398,1,0
6927.27,crypto_transfer,local,16,mobile,6,3168,1,0
9881.3,crypto_transfer,local,19,mobile,10,1785,1,1
8315.99,atm_withdrawal,local,18,desktop,8,1208,1,0
4810.73,pos_payment,domestic,19,mobile,3,2341,0,0
5185.96,crypto_transfer,domestic,8,desktop,3,2159,0,0
5678.89,crypto_transfer,domestic,17,desktop,5,3212,0,1
1419.6,online_purchase,domestic,17,tablet,3,2860,0,0
2490.94,pos_payment,domestic,15,mobile,10,3288,0,1
10846.71,online_purchase,domestic,10,tablet,8,2876,1,1
5836.45,crypto_transfer,domestic,19,tablet,3,2605,1,1
3218.08,online_purchase,domestic,9,tablet,9,2191,1,0
8440.09,crypto_transfer,domestic,13,tablet,5,3614,1,1
11333.09,online_purchase,domestic,13,tablet,4,3531,1,1
3861.34,atm_withdrawal,local,8,mobile,7,3209,1,0
12401.85,online_purchase,local,16,desktop,2,2994,1,1
13912.57,crypto_transfer,local,7,desktop,6,2417,0,0
8960.92,atm_withdrawal,domestic,15,tablet,9,1489,1,1
10034.21,pos_payment,local,17,mobile,10,3286,0,1
788.64,online_purchase,domestic,11,desktop,5,762,0,1
14182.8,atm_withdrawal,domestic,16,mobile,8,1395,0,0
5887.27,crypto_transfer,domestic,8,mobile,4,1909,1,0
13858.51,crypto_transfer,domestic,17,tablet,7,2442,1,0
8684.66,online_purchase,local,19,mobile,4,2368,0,1
69.28,atm_withdrawal,domestic,8,tablet,7,1244,1,1
578.13,atm_withdrawal,local,15,tablet,3,1037,0,1
10206.28,pos_payment,domestic,13,tablet,10,1380,0,0
8440.02,pos_payment,domestic,13,mobile,10,1749,0,0
397.99,online_purchase,domestic,15,mobile,5,772,0,0
11151.9,crypto_transfer,domestic,12,desktop,9,2752,1,1
12782.18,online_purchase,local,14,desktop,3,1454,0,0
7446.26,atm_withdrawal,domestic,9,tablet,9,1757,0,1
6986.36,crypto_transfer,domestic,11,desktop,4,1708,0,1
82.1,pos_payment,domestic,18,mobile,3,2225,1,0
11799.75,atm_withdrawal,local,7,tablet,8,3241,1,0
4960.74,crypto_transfer,local,14,tablet,6,1167,1,1
13181.45,atm_withdrawal,domestic,8,desktop,7,1725,1,1
5595.91,pos_payment,local,17,tablet,7,2751,1,0
8476.17,online_purchase,domestic,14,tablet,3,860,0,1
4055.13,online_purchase,domestic,11,desktop,2,3154,0,0
2408.82,atm_withdrawal,domestic,9,mobile,7,3539,1,0
11623.62,pos_payment,local,12,desktop,7,2505,0,1
7448.86,crypto_transfer,domestic,19,desktop,2,3523,0,0
8047.32,atm_withdrawal,local,13,tablet,5,1937,0,0
14481.24,crypto_transfer,domestic,12,tablet,7,1942,0,0
14453.7,pos_payment,domestic,16,desktop,8,1041,0,1
12834.63,online_purchase,local,11,desktop,9,834,0,1
2814.14,pos_payment,local,12,desktop,6,1445,0,1
8914.09,pos_payment,local,10,desktop,7,2127,1,0
13172.21,atm_withdrawal,domestic,8,desktop,7,2213,1,0
5616.96,atm_withdrawal,domestic,16,desktop,5,1366,0,0
1516.59,atm_withdrawal,local,18,desktop,2,2520,0,0
12164.44,pos_payment,local,18,tablet,2,1260,0,0
7226.45,pos_payment,domestic,18,mobile,9,1683,0,1
8465.89,atm_withdrawal,local,12,mobile,4,1302,0,0
14732.16,atm_withdrawal,domestic,10,tablet,8,2765,0,0
9108.17,atm_withdrawal,domestic,15,tablet,7,2239,1,1
6374.69,atm_withdrawal,domestic,19,desktop,6,2880,1,0
5549.77,atm_withdrawal,domestic,16,desktop,9,898,1,0
6264.29,atm_withdrawal,domestic,13,desktop,8,1973,1,1
1775.99,pos_payment,domestic,15,desktop,2,3554,1,1
11921.26,online_purchase,local,16,mobile,9,887,1,0
12565.75,pos_payment,local,18,desktop,6,1952,1,0
4265.96,online_purchase,domestic,16,mobile,5,849,1,1
4556.95,atm_withdrawal,local,12,mobile,8,1159,1,1
13115.01,crypto_transfer,domestic,10,desktop,8,2081,1,0
359.56,crypto_transfer,domestic,13,tablet,5,1191,1,1
7806.86,pos_payment,domestic,10,mobile,11,2245,0,1
6955.14,pos_payment,local,19,tablet,8,3424,0,0
10351.9,online_purchase,domestic,13,desktop,7,1316,0,1
2450.88,atm_withdrawal,domestic,12,tablet,3,1044,0,1
10024.96,pos_payment,local,11,desktop,4,3140,0,1
5651.01,crypto_transfer,domestic,15,tablet,6,2074,0,1
9280.72,pos_payment,domestic,13,desktop,8,3307,0,0
601.43,crypto_transfer,domestic,8,tablet,7,1624,1,1
6925.91,atm_withdrawal,domestic,18,desktop,9,2563,0,1
7833.76,online_purchase,local,11,desktop,4,3426,0,1
3214.9,online_purchase,domestic,12,desktop,8,1232,0,0
2094.35,pos_payment,domestic,9,tablet,9,3068,0,1
2827.11,pos_payment,local,13,tablet,9,2574,1,0
5162.12,atm_withdrawal,domestic,15,mobile,9,3104,1,0
1452.15,crypto_transfer,local,18,tablet,10,1229,0,0
14209.8,pos_payment,local,6,tablet,3,1998,1,1
6074.91,atm_withdrawal,domestic,19,tablet,8,1107,0,1
12134.54,online_purchase,local,15,desktop,11,3533,1,0
14616.26,pos_payment,domestic,10,desktop,7,914,1,1
